"member_id","loan_amnt","funded_amnt","term","int_rate","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","grade"
37767856,15000,15000,"36 months",8.67,"3 years","MORTGAGE",110000,"Source Verified","Fully Paid","debt_consolidation","B"
4716984,13125,13125,"36 months",14.33,"3 years","MORTGAGE",54000,"Source Verified","Fully Paid","debt_consolidation","C"
8737244,10200,10200,"60 months",23.5,"10+ years","RENT",69000,"Source Verified","Current","credit_card","F"
38981635,14400,14400,"60 months",14.99,"7 years","MORTGAGE",57000,"Not Verified","Current","debt_consolidation","C"
46437138,12000,12000,"36 months",11.53,"1 year","RENT",60000,"Source Verified","Current","debt_consolidation","B"
46857115,5600,5600,"36 months",11.53,"3 years","RENT",50000,"Verified","Fully Paid","debt_consolidation","B"
65439539,11400,11400,"36 months",11.53,"10+ years","MORTGAGE",75000,"Source Verified","Current","debt_consolidation","B"
60366493,11550,11550,"60 months",19.19,"10+ years","MORTGAGE",50000,"Verified","Current","other","E"
39890597,10000,10000,"36 months",8.67,"5 years","RENT",49000,"Not Verified","Current","debt_consolidation","B"
53898029,24000,24000,"60 months",10.99,"< 1 year","MORTGAGE",95000,"Source Verified","Current","debt_consolidation","B"
7407012,6325,6325,"36 months",10.64,"10+ years","MORTGAGE",43000,"Verified","Current","debt_consolidation","B"
46576583,13600,13600,"36 months",11.53,"3 years","RENT",32000,"Not Verified","Current","credit_card","B"
49840267,5975,5975,"36 months",17.86,"1 year","RENT",21000,"Source Verified","Current","debt_consolidation","D"
58643233,4000,4000,"36 months",14.65,"7 years","RENT",35000,"Source Verified","Current","home_improvement","C"
31507345,13800,13800,"36 months",15.61,"7 years","MORTGAGE",94637,"Not Verified","In Grace Period","debt_consolidation","D"
49982352,35000,35000,"36 months",12.29,"< 1 year","RENT",110000,"Verified","Current","credit_card","C"
25496045,11000,11000,"36 months",12.49,"5 years","RENT",66950,"Verified","Current","debt_consolidation","B"
18545314,20900,20900,"36 months",12.49,"10+ years","OWN",55000,"Source Verified","Fully Paid","debt_consolidation","B"
67199123,15000,15000,"36 months",13.18,"3 years","RENT",55000,"Source Verified","Current","debt_consolidation","C"
69161976,12000,12000,"36 months",11.49,"10+ years","RENT",55000,"Verified","Current","debt_consolidation","B"
6417405,2500,2500,"36 months",18.75,"10+ years","RENT",58000,"Not Verified","Current","vacation","D"
12617196,10000,10000,"36 months",13.53,"10+ years","MORTGAGE",62000,"Verified","Fully Paid","other","B"
59562887,18000,18000,"36 months",12.29,"10+ years","RENT",67000,"Verified","Current","debt_consolidation","C"
31796720,14200,14200,"36 months",13.98,"5 years","RENT",43000,"Not Verified","Fully Paid","debt_consolidation","C"
1604339,35000,35000,"60 months",23.33,"10+ years","RENT",72000,"Verified","Late (16-30 days)","debt_consolidation","F"
18564867,10000,10000,"36 months",6.03,"1 year","MORTGAGE",67000,"Not Verified","Fully Paid","debt_consolidation","A"
33920602,35000,35000,"36 months",9.17,"4 years","MORTGAGE",160000,"Verified","Current","debt_consolidation","B"
62795373,35000,35000,"36 months",6.89,"10+ years","MORTGAGE",108000,"Source Verified","Current","credit_card","A"
1520185,12500,12500,"36 months",6.03,"2 years","RENT",59339,"Not Verified","Fully Paid","car","A"
70467862,12000,12000,"36 months",7.89,"1 year","RENT",95000,"Source Verified","Current","debt_consolidation","A"
69706293,7700,7700,"36 months",9.17,"n/a","MORTGAGE",55000,"Verified","Current","debt_consolidation","B"
647238,1000,1000,"36 months",10.99,"3 years","RENT",36000,"Not Verified","Fully Paid","medical","B"
31077551,2400,2400,"36 months",13.98,"n/a","MORTGAGE",36000,"Verified","Current","debt_consolidation","C"
31256191,6000,6000,"36 months",10.99,"10+ years","MORTGAGE",37300,"Source Verified","Current","credit_card","B"
40473452,7500,7500,"36 months",8.19,"4 years","RENT",50000,"Source Verified","Current","debt_consolidation","A"
42084404,16000,16000,"36 months",6.99,"8 years","MORTGAGE",78000,"Not Verified","Current","debt_consolidation","A"
22831345,6000,6000,"36 months",17.57,"5 years","MORTGAGE",26000,"Source Verified","Current","other","D"
50639167,11775,11775,"60 months",25.89,"6 years","OWN",37500,"Source Verified","Current","debt_consolidation","G"
64835321,5600,5600,"36 months",9.99,"10+ years","MORTGAGE",84000,"Verified","Current","home_improvement","B"
56601443,12000,12000,"60 months",13.33,"10+ years","MORTGAGE",75000,"Not Verified","Current","debt_consolidation","C"
58084071,20000,20000,"36 months",12.69,"5 years","MORTGAGE",53000,"Verified","Current","debt_consolidation","C"
62189667,24000,24000,"60 months",13.33,"< 1 year","MORTGAGE",98000,"Source Verified","Current","debt_consolidation","C"
1612197,6400,6400,"36 months",12.12,"4 years","RENT",38000,"Not Verified","Fully Paid","credit_card","B"
28662207,30000,30000,"60 months",20.2,"10+ years","MORTGAGE",69000,"Source Verified","Charged Off","debt_consolidation","E"
70406479,8000,8000,"36 months",7.89,"10+ years","MORTGAGE",70000,"Source Verified","Current","home_improvement","A"
70225477,7200,7200,"36 months",16.55,"10+ years","RENT",40000,"Verified","Current","debt_consolidation","D"
59670652,18000,18000,"60 months",19.19,"10+ years","OWN",45000,"Source Verified","Current","debt_consolidation","E"
22972881,14375,14375,"60 months",13.35,"10+ years","MORTGAGE",47000,"Source Verified","Fully Paid","debt_consolidation","C"
29512953,20000,20000,"36 months",6.03,"7 years","MORTGAGE",85000,"Source Verified","Current","debt_consolidation","A"
12031971,12000,12000,"60 months",16.99,"7 years","MORTGAGE",120000,"Verified","Fully Paid","debt_consolidation","D"
33830341,16825,16825,"36 months",17.57,"2 years","MORTGAGE",46800,"Not Verified","Fully Paid","debt_consolidation","D"
5790044,7500,7500,"36 months",14.09,"10+ years","RENT",44292,"Not Verified","Current","credit_card","B"
18163877,19375,19375,"60 months",17.57,"10+ years","MORTGAGE",54000,"Not Verified","Current","debt_consolidation","D"
7007308,15000,15000,"36 months",10.64,"n/a","MORTGAGE",75000,"Verified","Fully Paid","debt_consolidation","B"
3874922,20000,20000,"36 months",16.29,"2 years","RENT",66500,"Verified","Current","credit_card","C"
64884645,6000,6000,"36 months",13.99,"5 years","RENT",39000,"Source Verified","Current","debt_consolidation","C"
13316789,35000,35000,"60 months",18.25,"4 years","MORTGAGE",220000,"Verified","Current","debt_consolidation","D"
2729855,21000,21000,"36 months",8.9,"2 years","RENT",85000,"Verified","Fully Paid","debt_consolidation","A"
1015875,6000,6000,"36 months",11.99,"< 1 year","MORTGAGE",77004,"Not Verified","Fully Paid","other","B"
31185700,7200,7200,"36 months",12.99,"< 1 year","RENT",75000,"Source Verified","Current","credit_card","C"
38588983,16800,16800,"36 months",11.99,"10+ years","MORTGAGE",103000,"Verified","Current","debt_consolidation","B"
62969548,25825,25825,"60 months",24.99,"2 years","RENT",62000,"Verified","Current","debt_consolidation","F"
32718707,12500,12500,"36 months",16.29,"10+ years","MORTGAGE",33000,"Source Verified","Late (31-120 days)","debt_consolidation","D"
46182692,8000,8000,"36 months",11.53,"8 years","MORTGAGE",54000,"Source Verified","Current","debt_consolidation","B"
49705557,14000,14000,"36 months",6.39,"n/a","MORTGAGE",52000,"Verified","Current","debt_consolidation","A"
16360426,32500,32500,"60 months",21.18,"2 years","MORTGAGE",102280,"Verified","Current","debt_consolidation","E"
1549306,3500,3500,"36 months",10.74,"5 years","RENT",32000,"Not Verified","Fully Paid","moving","B"
72078808,33700,33700,"36 months",13.67,"2 years","RENT",156900,"Verified","Current","debt_consolidation","C"
55206103,25000,25000,"60 months",16.55,"6 years","MORTGAGE",89200,"Source Verified","In Grace Period","debt_consolidation","D"
64353267,25800,25800,"60 months",13.33,"10+ years","MORTGAGE",120000,"Verified","Current","debt_consolidation","C"
46466392,27650,27650,"60 months",20.49,"< 1 year","RENT",60000,"Source Verified","Current","debt_consolidation","E"
58439716,28800,28800,"60 months",20.99,"1 year","MORTGAGE",60000,"Not Verified","Current","debt_consolidation","E"
38248342,12600,12600,"60 months",19.24,"7 years","MORTGAGE",41000,"Not Verified","Current","debt_consolidation","E"
63117218,15000,15000,"60 months",16.55,"2 years","OWN",40000,"Source Verified","Current","credit_card","D"
16670683,21000,21000,"60 months",15.31,"10+ years","MORTGAGE",118000,"Verified","Current","debt_consolidation","C"
55415969,20000,20000,"36 months",7.26,"n/a","MORTGAGE",62500,"Source Verified","Current","credit_card","A"
33870240,7000,7000,"36 months",6.49,"10+ years","OWN",88000,"Not Verified","Current","car","A"
69584039,18000,18000,"36 months",8.18,"< 1 year","MORTGAGE",210250,"Source Verified","Current","home_improvement","B"
7187862,10000,10000,"36 months",15.31,"10+ years","MORTGAGE",36000,"Verified","Current","credit_card","C"
38962954,16000,16000,"60 months",17.14,"5 years","RENT",58000,"Not Verified","Current","other","D"
63404996,8000,8000,"36 months",12.69,"4 years","RENT",70000,"Source Verified","Current","credit_card","C"
4582104,18000,18000,"36 months",16.29,"5 years","MORTGAGE",86000,"Verified","Fully Paid","debt_consolidation","C"
67766883,24000,24000,"60 months",13.33,"10+ years","MORTGAGE",60000,"Verified","Current","debt_consolidation","C"
67861881,10800,10800,"60 months",17.86,"< 1 year","RENT",30000,"Verified","Current","debt_consolidation","D"
70769221,11125,11125,"60 months",16.99,"2 years","RENT",25500,"Source Verified","Current","debt_consolidation","D"
13678547,2925,2925,"36 months",13.65,"5 years","RENT",25000,"Source Verified","Current","credit_card","C"
36956978,5075,5075,"36 months",15.99,"10+ years","OWN",45000,"Source Verified","Charged Off","debt_consolidation","D"
42154195,14000,14000,"36 months",10.49,"1 year","RENT",98000,"Source Verified","Current","debt_consolidation","B"
6338359,6500,6500,"36 months",17.77,"< 1 year","RENT",125000,"Not Verified","Fully Paid","debt_consolidation","D"
56842050,18000,18000,"36 months",13.99,"3 years","OWN",119000,"Source Verified","Current","credit_card","C"
58852758,35000,35000,"36 months",7.26,"10+ years","MORTGAGE",121000,"Verified","Current","home_improvement","A"
41035714,16000,16000,"36 months",13.66,"< 1 year","RENT",96000,"Not Verified","Late (31-120 days)","debt_consolidation","C"
27779909,9600,9600,"36 months",10.99,"10+ years","RENT",28000,"Not Verified","Current","debt_consolidation","B"
49674723,20000,20000,"36 months",12.29,"10+ years","MORTGAGE",66500,"Source Verified","Current","debt_consolidation","C"
1295039,20000,20000,"60 months",21.28,"2 years","OWN",120000,"Verified","Fully Paid","debt_consolidation","F"
14529683,15000,15000,"36 months",12.99,"10+ years","MORTGAGE",113500,"Source Verified","Fully Paid","debt_consolidation","B"
43385726,15000,15000,"60 months",15.99,"10+ years","MORTGAGE",110000,"Source Verified","Current","debt_consolidation","D"
7010372,3450,3450,"36 months",11.14,"n/a","MORTGAGE",22000,"Verified","Fully Paid","debt_consolidation","B"
64373044,1800,1800,"36 months",12.69,"2 years","MORTGAGE",40000,"Source Verified","Current","home_improvement","C"
64698249,3000,3000,"36 months",7.26,"10+ years","RENT",72000,"Source Verified","Current","credit_card","A"
11587906,16000,16000,"36 months",11.99,"1 year","MORTGAGE",140000,"Not Verified","Fully Paid","home_improvement","B"
39073013,7000,7000,"36 months",12.39,"4 years","MORTGAGE",38000,"Source Verified","Current","debt_consolidation","C"
40593408,18000,18000,"60 months",12.99,"10+ years","MORTGAGE",78365,"Not Verified","Current","other","C"
70039960,16000,16000,"36 months",6.89,"3 years","RENT",610000,"Source Verified","Current","debt_consolidation","A"
49869911,10000,10000,"36 months",7.89,"n/a","OWN",61650,"Verified","Current","debt_consolidation","A"
61466459,5000,5000,"36 months",12.69,"10+ years","MORTGAGE",55000,"Verified","Current","debt_consolidation","C"
1856889,8000,8000,"36 months",13.11,"8 years","RENT",30000,"Not Verified","Fully Paid","debt_consolidation","B"
68809991,8800,8800,"36 months",9.17,"7 years","MORTGAGE",33000,"Not Verified","Current","credit_card","B"
63783227,15000,15000,"36 months",11.53,"n/a","MORTGAGE",70200,"Verified","Current","debt_consolidation","B"
64935368,15000,15000,"36 months",9.17,"10+ years","RENT",70000,"Source Verified","Current","debt_consolidation","B"
31246586,1000,1000,"36 months",18.24,"8 years","MORTGAGE",32000,"Verified","Current","other","D"
1041577,5000,5000,"36 months",11.49,"3 years","RENT",34900,"Not Verified","Fully Paid","debt_consolidation","B"
6342302,32350,32350,"36 months",19.05,"5 years","RENT",188000,"Source Verified","Current","debt_consolidation","D"
1869971,12000,12000,"36 months",15.31,"4 years","MORTGAGE",70000,"Not Verified","Fully Paid","credit_card","C"
7829509,15000,15000,"60 months",22.2,"n/a","OWN",43000,"Verified","Charged Off","debt_consolidation","E"
1468609,10000,10000,"36 months",10.74,"< 1 year","RENT",45000,"Source Verified","Fully Paid","debt_consolidation","B"
57485298,10000,10000,"36 months",9.17,"10+ years","MORTGAGE",165000,"Source Verified","Current","credit_card","B"
53742071,6000,6000,"36 months",7.26,"10+ years","MORTGAGE",45000,"Not Verified","Current","credit_card","A"
62998507,28000,28000,"36 months",6.24,"10+ years","MORTGAGE",185000,"Source Verified","Current","credit_card","A"
6345661,6050,6050,"36 months",15.8,"2 years","MORTGAGE",21676,"Verified","Fully Paid","credit_card","C"
22901393,25000,25000,"60 months",19.52,"8 years","MORTGAGE",89750,"Verified","Current","debt_consolidation","E"
6058575,10400,10400,"36 months",11.14,"5 years","MORTGAGE",53000,"Not Verified","Fully Paid","debt_consolidation","B"
7327259,10000,10000,"36 months",14.33,"7 years","MORTGAGE",52000,"Not Verified","Fully Paid","other","C"
70440594,12800,12800,"36 months",12.05,"8 years","MORTGAGE",72000,"Source Verified","Current","credit_card","C"
43357222,23675,23675,"60 months",17.14,"4 years","OWN",51560,"Source Verified","Charged Off","debt_consolidation","D"
19695850,16800,16800,"60 months",16.99,"2 years","MORTGAGE",155000,"Not Verified","Fully Paid","debt_consolidation","D"
6716859,20000,20000,"60 months",10.16,"10+ years","MORTGAGE",85000,"Verified","Current","debt_consolidation","B"
50459359,10000,10000,"60 months",16.55,"n/a","RENT",30000,"Verified","Current","debt_consolidation","D"
16752462,7250,7250,"36 months",16.59,"6 years","MORTGAGE",40372.8,"Source Verified","Current","debt_consolidation","D"
853923,12000,12000,"36 months",7.29,"4 years","MORTGAGE",52000,"Verified","Fully Paid","credit_card","A"
7220279,18250,18250,"60 months",12.12,"n/a","MORTGAGE",97708,"Verified","Charged Off","debt_consolidation","B"
67679614,11875,11875,"60 months",18.25,"1 year","MORTGAGE",59000,"Source Verified","Current","debt_consolidation","E"
67737650,10000,10000,"36 months",15.61,"< 1 year","RENT",45000,"Verified","Current","debt_consolidation","D"
1803295,25000,25000,"60 months",18.49,"10+ years","MORTGAGE",67000,"Verified","Fully Paid","debt_consolidation","D"
23363715,30000,30000,"36 months",8.39,"10+ years","MORTGAGE",85000,"Verified","Current","debt_consolidation","A"
49402014,35000,35000,"36 months",10.99,"1 year","MORTGAGE",88752,"Verified","Current","debt_consolidation","B"
37486226,13000,13000,"36 months",11.44,"10+ years","RENT",49000,"Not Verified","Fully Paid","debt_consolidation","B"
27148086,10000,10000,"36 months",15.61,"< 1 year","MORTGAGE",60000,"Verified","Current","debt_consolidation","D"
44276509,7200,7200,"36 months",14.65,"3 years","RENT",25000,"Not Verified","Current","debt_consolidation","C"
1473103,7000,7000,"36 months",10.74,"10+ years","MORTGAGE",85000,"Not Verified","Fully Paid","medical","B"
2967670,3600,3600,"36 months",11.14,"8 years","MORTGAGE",77300,"Not Verified","Fully Paid","car","B"
44457340,20000,20000,"60 months",15.61,"10+ years","RENT",50000,"Verified","Current","debt_consolidation","D"
16732861,8450,8450,"36 months",12.99,"9 years","MORTGAGE",86000,"Not Verified","Current","debt_consolidation","B"
53722000,29000,29000,"60 months",9.17,"10+ years","MORTGAGE",101000,"Verified","Current","debt_consolidation","B"
70559326,22400,22400,"36 months",11.22,"10+ years","MORTGAGE",111400,"Source Verified","Current","other","B"
8499743,23500,23500,"36 months",10.64,"6 years","RENT",114000,"Verified","Current","credit_card","B"
43846195,30000,30000,"60 months",9.99,"3 years","MORTGAGE",70000,"Verified","Charged Off","credit_card","B"
64362645,20775,20775,"60 months",13.33,"8 years","MORTGAGE",67000,"Not Verified","Current","home_improvement","C"
49973274,13150,13150,"60 months",24.99,"10+ years","RENT",30000,"Source Verified","Current","credit_card","F"
46515931,6000,6000,"36 months",11.53,"10+ years","MORTGAGE",57000,"Verified","Current","debt_consolidation","B"
37647059,24000,24000,"60 months",11.99,"10+ years","MORTGAGE",105000,"Source Verified","Fully Paid","credit_card","B"
34983308,22475,22475,"36 months",12.99,"n/a","RENT",50000,"Verified","Fully Paid","debt_consolidation","C"
43661974,20000,20000,"36 months",6.92,"10+ years","MORTGAGE",75000,"Source Verified","Current","debt_consolidation","A"
5010223,35000,35000,"36 months",16.29,"6 years","MORTGAGE",201000,"Verified","Current","credit_card","C"
13368868,35000,35000,"36 months",13.98,"5 years","MORTGAGE",125000,"Verified","Current","credit_card","C"
70226879,12500,12500,"60 months",13.18,"10+ years","MORTGAGE",65000,"Verified","Current","debt_consolidation","C"
61586278,6025,6025,"36 months",13.99,"7 years","RENT",35000,"Source Verified","Current","debt_consolidation","C"
70308777,6375,6375,"36 months",11.49,"10+ years","MORTGAGE",1e+05,"Not Verified","Current","credit_card","B"
46819559,24500,24500,"60 months",13.33,"10+ years","RENT",67000,"Source Verified","Current","debt_consolidation","C"
31146398,16875,16875,"60 months",24.5,"10+ years","MORTGAGE",50000,"Source Verified","Fully Paid","debt_consolidation","F"
18394383,6500,6500,"36 months",12.49,"3 years","RENT",46128,"Not Verified","Current","debt_consolidation","B"
39930432,18450,18450,"60 months",14.99,"2 years","RENT",80000,"Source Verified","Current","debt_consolidation","C"
1018400,4000,4000,"36 months",7.49,"6 years","MORTGAGE",83200,"Not Verified","Fully Paid","home_improvement","A"
62563641,6000,6000,"36 months",11.53,"10+ years","MORTGAGE",76000,"Not Verified","Current","other","B"
3980942,28000,28000,"36 months",8.9,"10+ years","MORTGAGE",94000,"Not Verified","Fully Paid","credit_card","A"
49746402,18000,18000,"36 months",6.39,"< 1 year","RENT",90000,"Not Verified","Current","debt_consolidation","A"
9348520,25000,25000,"60 months",12.99,"2 years","RENT",89137,"Source Verified","Charged Off","credit_card","B"
10096768,15000,15000,"36 months",6.03,"9 years","MORTGAGE",52000,"Source Verified","Current","debt_consolidation","A"
26318127,10725,10725,"60 months",22.15,"5 years","RENT",27000,"Not Verified","Current","debt_consolidation","E"
13650301,18900,18900,"36 months",15.61,"8 years","MORTGAGE",47332,"Verified","Fully Paid","credit_card","C"
55176132,12500,12500,"60 months",17.86,"10+ years","MORTGAGE",75000,"Verified","Current","debt_consolidation","D"
54159273,15000,15000,"36 months",14.65,"< 1 year","OWN",60000,"Not Verified","Current","debt_consolidation","C"
57658048,19800,19800,"60 months",21.99,"10+ years","MORTGAGE",148000,"Verified","Current","medical","F"
17361921,4500,4500,"36 months",19.99,"2 years","RENT",60000,"Not Verified","Current","credit_card","E"
16761872,4900,4900,"36 months",12.99,"< 1 year","MORTGAGE",41000,"Not Verified","Fully Paid","credit_card","B"
42415063,25000,25000,"36 months",6.03,"2 years","MORTGAGE",120000,"Source Verified","Current","credit_card","A"
34031172,20000,20000,"36 months",7.12,"6 years","RENT",47112,"Verified","Current","debt_consolidation","A"
65641582,32000,32000,"36 months",11.53,"< 1 year","MORTGAGE",125000,"Source Verified","Current","debt_consolidation","B"
41258141,6000,6000,"36 months",9.49,"2 years","RENT",75000,"Not Verified","Current","debt_consolidation","B"
64932388,19950,19950,"60 months",19.99,"10+ years","MORTGAGE",150000,"Verified","Current","debt_consolidation","E"
4581725,10625,10625,"36 months",13.11,"10+ years","RENT",41000,"Source Verified","Charged Off","credit_card","B"
9408518,3000,3000,"36 months",17.76,"10+ years","RENT",55000,"Verified","Fully Paid","moving","D"
23432266,17000,17000,"36 months",7.69,"2 years","RENT",58000,"Not Verified","Current","credit_card","A"
10888313,9600,9600,"36 months",6.62,"5 years","MORTGAGE",50000,"Verified","Current","home_improvement","A"
72929260,5000,5000,"36 months",9.17,"1 year","RENT",86000,"Not Verified","Issued","medical","B"
70791308,25000,25000,"60 months",14.48,"7 years","MORTGAGE",125000,"Not Verified","Current","home_improvement","C"
69900910,12500,12500,"36 months",8.18,"10+ years","MORTGAGE",76378,"Source Verified","Current","debt_consolidation","B"
4669174,20000,20000,"36 months",13.11,"5 years","MORTGAGE",99000,"Verified","Fully Paid","home_improvement","B"
1617722,16200,16200,"60 months",18.55,"7 years","MORTGAGE",61000,"Verified","Current","debt_consolidation","D"
1673015,25000,25000,"60 months",14.09,"8 years","MORTGAGE",160000,"Verified","Current","debt_consolidation","B"
8458886,16000,16000,"36 months",9.71,"4 years","MORTGAGE",110000,"Not Verified","Fully Paid","debt_consolidation","B"
47721195,13000,13000,"36 months",6.68,"7 years","RENT",31629.79,"Not Verified","Current","debt_consolidation","A"
43112966,18000,18000,"60 months",13.99,"7 years","MORTGAGE",60000,"Source Verified","Current","debt_consolidation","C"
59389122,15000,15000,"36 months",6.24,"< 1 year","OWN",75000,"Source Verified","Current","credit_card","A"
4379561,11000,11000,"36 months",7.62,"1 year","RENT",90000,"Not Verified","Fully Paid","debt_consolidation","A"
48003071,22400,22400,"36 months",14.65,"5 years","RENT",1e+05,"Source Verified","Current","debt_consolidation","C"
67808376,8000,8000,"36 months",13.99,"1 year","RENT",28000,"Source Verified","Current","debt_consolidation","C"
8457534,4000,4000,"36 months",16.78,"6 years","RENT",30000,"Not Verified","Charged Off","debt_consolidation","C"
53011881,8800,8800,"36 months",16.55,"5 years","RENT",38709,"Not Verified","Current","credit_card","D"
71180368,8000,8000,"36 months",12.59,"9 years","RENT",33000,"Verified","Current","credit_card","C"
69535405,12000,12000,"36 months",13.18,"2 years","OWN",48000,"Verified","Current","debt_consolidation","C"
42772646,8000,8000,"36 months",14.99,"2 years","RENT",35000,"Not Verified","Current","debt_consolidation","C"
55425978,8000,8000,"36 months",16.99,"2 years","RENT",50000,"Not Verified","Current","debt_consolidation","D"
15339367,15175,15175,"36 months",19.99,"n/a","RENT",38076,"Verified","Late (31-120 days)","debt_consolidation","E"
1712447,8000,8000,"36 months",12.12,"7 years","RENT",83811,"Not Verified","Fully Paid","credit_card","B"
58829492,5000,5000,"36 months",7.26,"n/a","RENT",25000,"Source Verified","Current","credit_card","A"
785999,4200,4200,"60 months",15.95,"1 year","RENT",36000,"Not Verified","Charged Off","debt_consolidation","E"
63197569,15000,15000,"60 months",16.99,"9 years","MORTGAGE",50000,"Not Verified","Current","credit_card","D"
44326981,8000,8000,"36 months",10.99,"< 1 year","RENT",42000,"Not Verified","Current","debt_consolidation","B"
47387597,18350,18350,"60 months",16.99,"10+ years","RENT",40000,"Verified","Current","credit_card","D"
1361283,15000,15000,"36 months",10.65,"5 years","RENT",54000,"Verified","Charged Off","debt_consolidation","B"
13938441,6700,6700,"36 months",18.92,"6 years","RENT",80000,"Not Verified","Fully Paid","debt_consolidation","D"
4169769,32350,32350,"36 months",16.29,"7 years","MORTGAGE",80000,"Verified","Fully Paid","home_improvement","C"
1400567,10000,10000,"36 months",13.67,"3 years","RENT",120000,"Not Verified","Charged Off","debt_consolidation","B"
60294299,20800,20800,"36 months",13.33,"8 years","RENT",52000,"Verified","Fully Paid","debt_consolidation","C"
62393821,32550,32550,"60 months",20.99,"10+ years","MORTGAGE",77500,"Verified","Current","debt_consolidation","E"
54525363,20000,20000,"60 months",18.55,"9 years","RENT",58000,"Verified","Current","credit_card","E"
594634,24000,24000,"36 months",12.87,"10+ years","MORTGAGE",105000,"Not Verified","Does not meet the credit policy. Status:Fully Paid","debt_consolidation","C"
64657342,20000,20000,"36 months",6.24,"2 years","MORTGAGE",66000,"Not Verified","Current","debt_consolidation","A"
42366060,19125,19125,"60 months",21.99,"10+ years","MORTGAGE",60000,"Not Verified","Current","debt_consolidation","E"
7948008,25000,25000,"36 months",7.62,"4 years","MORTGAGE",130000,"Verified","Current","debt_consolidation","A"
71310903,25125,25125,"60 months",17.57,"10+ years","MORTGAGE",65000,"Source Verified","Current","debt_consolidation","D"
6377505,8000,8000,"36 months",15.8,"7 years","RENT",51240,"Source Verified","Fully Paid","debt_consolidation","C"
42243092,8500,8500,"36 months",12.39,"5 years","RENT",60000,"Source Verified","Current","debt_consolidation","C"
45107882,10000,10000,"36 months",9.99,"10+ years","MORTGAGE",89000,"Verified","Fully Paid","debt_consolidation","B"
42554542,12100,12100,"36 months",16.49,"3 years","RENT",35000,"Not Verified","Current","debt_consolidation","D"
68290172,4800,4800,"36 months",12.59,"10+ years","RENT",75000,"Verified","Current","debt_consolidation","C"
32718313,5050,5050,"36 months",12.49,"n/a","RENT",24000,"Verified","Fully Paid","credit_card","B"
12469741,5500,5500,"36 months",12.85,"7 years","MORTGAGE",34000,"Not Verified","Fully Paid","debt_consolidation","B"
72876996,19300,19300,"60 months",11.99,"8 years","MORTGAGE",42000,"Source Verified","Current","debt_consolidation","C"
53682237,25000,25000,"60 months",13.33,"10+ years","MORTGAGE",64000,"Source Verified","Current","debt_consolidation","C"
21399251,30000,30000,"60 months",14.49,"10+ years","MORTGAGE",114000,"Verified","Fully Paid","home_improvement","C"
55976110,9600,9600,"36 months",14.65,"10+ years","RENT",24000,"Not Verified","Current","debt_consolidation","C"
68517966,12000,12000,"60 months",18.2,"10+ years","MORTGAGE",65000,"Source Verified","Current","debt_consolidation","E"
46817152,10000,10000,"60 months",14.65,"n/a","MORTGAGE",45000,"Verified","Current","debt_consolidation","C"
65669851,13375,13375,"60 months",18.25,"8 years","RENT",56000,"Source Verified","Current","debt_consolidation","E"
42404518,6000,6000,"36 months",14.99,"< 1 year","RENT",62500,"Source Verified","Charged Off","debt_consolidation","C"
58759431,15000,15000,"36 months",16.55,"5 years","RENT",77000,"Verified","Current","debt_consolidation","D"
49224655,24000,24000,"60 months",9.17,"< 1 year","MORTGAGE",83000,"Source Verified","Current","debt_consolidation","B"
70549508,13000,13000,"36 months",9.17,"n/a","OWN",29000,"Not Verified","Current","credit_card","B"
24324231,8400,8400,"36 months",15.61,"5 years","RENT",25000,"Source Verified","Current","debt_consolidation","D"
1393604,12000,12000,"36 months",12.12,"7 years","RENT",71531.2,"Source Verified","Fully Paid","debt_consolidation","B"
16490909,27800,27800,"60 months",22.45,"10+ years","MORTGAGE",83000,"Source Verified","Current","debt_consolidation","E"
30084102,30000,30000,"36 months",7.69,"6 years","MORTGAGE",90000,"Source Verified","Current","debt_consolidation","A"
64901887,35000,35000,"36 months",7.26,"5 years","MORTGAGE",135000,"Source Verified","Current","credit_card","A"
70549972,21000,21000,"60 months",14.48,"< 1 year","MORTGAGE",90000,"Source Verified","Current","credit_card","C"
59901884,18900,18900,"60 months",18.25,"9 years","MORTGAGE",43000,"Source Verified","Current","debt_consolidation","E"
1340440,15000,15000,"36 months",12.42,"6 years","RENT",65000,"Verified","Fully Paid","debt_consolidation","B"
1441691,1200,1200,"36 months",13.99,"n/a","OWN",34000,"Not Verified","Fully Paid","debt_consolidation","C"
64783900,8400,8400,"36 months",7.26,"7 years","RENT",70000,"Verified","Current","credit_card","A"
1454528,1000,1000,"36 months",7.62,"10+ years","MORTGAGE",38400,"Not Verified","Fully Paid","other","A"
24975408,25450,25450,"60 months",20.99,"3 years","RENT",67000,"Source Verified","Current","debt_consolidation","E"
8426753,15000,15000,"60 months",18.85,"1 year","OWN",65000,"Verified","Charged Off","debt_consolidation","D"
1030579,3500,3500,"36 months",10.59,"3 years","RENT",45000,"Source Verified","Fully Paid","debt_consolidation","B"
64784516,5000,5000,"36 months",16.99,"6 years","RENT",34000,"Source Verified","Current","small_business","D"
26398723,19675,19675,"60 months",16.99,"5 years","RENT",50000,"Verified","Current","debt_consolidation","D"
8130739,35000,35000,"60 months",23.5,"10+ years","MORTGAGE",135000,"Source Verified","Current","major_purchase","F"
